payment_id,customer_id,amount,payment_method,status,failure_reason,attempt_number,created_at
pay_00952,cust_0695,199,upi,success,,1,2026-08-03T07:31:57.931160
pay_00953,cust_0180,2499,card,success,,1,2026-08-10T05:34:57.931164
pay_00954,cust_1082,1499,wallet,failed,timeout,1,2026-07-24T08:23:57.931168
pay_00955,cust_0053,1499,wallet,success,,1,2026-08-01T12:00:57.931173
pay_00956,cust_0194,199,netbanking,failed,bank_error,1,2026-08-16T00:32:57.931177
pay_00957,cust_0133,299,card,success,,2,2026-08-03T16:41:57.931182
pay_00958,cust_1067,1999,netbanking,success,,1,2026-07-23T21:42:57.931187
pay_00959,cust_0533,199,netbanking,failed,limit_exceeded,1,2026-07-24T16:24:57.931192
pay_00960,cust_1201,499,wallet,success,,1,2026-08-04T18:07:57.931196
pay_00961,cust_0348,999,card,success,,1,2026-07-23T12:44:57.931200
pay_00962,cust_0642,199,upi,failed,timeout,1,2026-07-23T11:39:57.931205
pay_00963,cust_1324,9999,netbanking,success,,1,2026-07-23T17:28:57.931209
pay_00964,cust_0648,199,wallet,success,,1,2026-08-20T08:12:57.931214
pay_00965,cust_0611,1999,card,failed,authentication_failed,1,2026-07-28T17:13:57.931218
pay_00966,cust_1154,299,wallet,success,,1,2026-08-11T08:54:57.931222
pay_00967,cust_0530,9999,netbanking,success,,1,2026-07-30T17:37:57.931227
pay_00968,cust_1318,499,upi,success,,1,2026-07-23T04:41:57.931231
pay_00969,cust_1082,1499,upi,success,,1,2026-08-10T21:02:57.931236
pay_00970,cust_0924,1499,card,failed,authentication_failed,1,2026-07-26T04:24:57.931240
pay_00971,cust_0094,4999,upi,failed,bank_error,3,2026-08-12T16:10:57.931245
pay_00972,cust_0208,1999,wallet,failed,authentication_failed,1,2026-08-04T04:50:57.931250
pay_00973,cust_0302,499,wallet,failed,network_error,1,2026-08-08T13:51:57.931254
pay_00974,cust_0980,9999,wallet,success,,1,2026-08-14T21:19:57.931259
pay_00975,cust_0765,4999,netbanking,success,,1,2026-08-12T21:24:57.931263
pay_00976,cust_1159,4999,wallet,success,,1,2026-08-19T05:00:57.931267
pay_00977,cust_0522,199,netbanking,success,,2,2026-08-18T12:18:57.931273
pay_00978,cust_0139,499,netbanking,success,,1,2026-07-25T19:37:57.931277
pay_00979,cust_0799,9999,card,success,,2,2026-08-05T00:28:57.931282
pay_00980,cust_0909,199,card,success,,1,2026-08-09T08:03:57.931286
pay_00981,cust_0678,2499,card,success,,1,2026-08-19T22:11:57.931291
pay_00982,cust_0719,999,netbanking,success,,1,2026-07-24T04:06:57.931295
pay_00983,cust_0726,1999,wallet,success,,1,2026-07-28T22:59:57.931299
pay_00984,cust_1218,9999,netbanking,failed,authentication_failed,1,2026-07-25T01:46:57.931304
pay_00985,cust_1475,499,wallet,success,,1,2026-07-29T03:12:57.931308
pay_00986,cust_0484,1999,card,success,,1,2026-07-25T18:17:57.931312
pay_00987,cust_1309,9999,wallet,failed,limit_exceeded,1,2026-08-18T06:15:57.931317
pay_00988,cust_0435,1999,netbanking,success,,2,2026-07-29T16:10:57.931321
pay_00989,cust_0242,9999,upi,success,,1,2026-07-23T16:27:57.931325
pay_00990,cust_0497,999,upi,success,,3,2026-07-23T23:21:57.931330
pay_00991,cust_0775,199,netbanking,success,,1,2026-07-23T12:13:57.931334
pay_00992,cust_0319,1499,card,success,,1,2026-08-20T23:34:57.931338
pay_00993,cust_1039,9999,card,success,,2,2026-07-22T12:40:57.931342
pay_00994,cust_0809,999,netbanking,success,,1,2026-07-23T17:27:57.931346
pay_00995,cust_0843,299,wallet,success,,1,2026-07-28T14:30:57.931351
pay_00996,cust_0798,499,netbanking,failed,limit_exceeded,2,2026-07-24T16:42:57.931356
pay_00997,cust_0053,4999,card,failed,insufficient_funds,1,2026-08-19T01:32:57.931361
pay_00998,cust_1375,499,card,success,,1,2026-08-15T09:11:57.931365
pay_00999,cust_0112,199,card,success,,2,2026-08-19T06:26:57.931369
pay_01000,cust_0892,199,wallet,success,,1,2026-08-04T00:46:57.931373
pay_01001,cust_0483,1499,upi,success,,1,2026-08-12T17:09:57.931378
pay_01002,cust_0940,199,wallet,success,,1,2026-07-27T02:38:57.931382
pay_01003,cust_1111,9999,netbanking,success,,1,2026-07-26T08:27:57.931387
pay_01004,cust_0899,499,wallet,success,,1,2026-08-08T03:39:57.931391
pay_01005,cust_1263,4999,wallet,success,,2,2026-07-23T10:47:57.931395
pay_01006,cust_1294,199,wallet,success,,1,2026-07-28T23:07:57.931400
pay_01007,cust_1490,4999,card,failed,limit_exceeded,2,2026-08-05T11:00:57.931404
pay_01008,cust_0093,199,netbanking,success,,1,2026-08-03T07:02:57.931514
pay_01009,cust_0161,4999,netbanking,success,,1,2026-08-03T22:15:57.931526
pay_01010,cust_0746,1999,upi,failed,bank_error,1,2026-07-30T12:07:57.931531
pay_01011,cust_0053,299,upi,success,,2,2026-08-12T15:27:57.931536
pay_01012,cust_1471,299,card,success,,1,2026-07-30T07:06:57.931540
pay_01013,cust_1269,199,upi,success,,1,2026-08-11T15:08:57.931544
pay_01014,cust_1139,1499,wallet,success,,2,2026-08-07T17:38:57.931549
pay_01015,cust_0526,999,netbanking,success,,2,2026-08-19T05:33:57.931553
pay_01016,cust_1460,299,upi,success,,1,2026-08-12T23:12:57.931560
pay_01017,cust_0090,1499,card,success,,2,2026-07-26T03:00:57.931564
pay_01018,cust_0598,2499,upi,success,,2,2026-07-31T16:26:57.931569
pay_01019,cust_1358,1999,netbanking,success,,1,2026-08-15T18:58:57.931573
pay_01020,cust_0485,1999,netbanking,success,,1,2026-08-03T04:51:57.931577
pay_01021,cust_0877,999,netbanking,success,,2,2026-08-02T02:54:57.931582
pay_01022,cust_0064,1999,wallet,success,,1,2026-08-03T07:24:57.931587
pay_01023,cust_0088,1999,card,failed,timeout,1,2026-08-16T12:26:57.931592
pay_01024,cust_1074,4999,card,success,,1,2026-07-30T19:03:57.931597
pay_01025,cust_0541,1999,netbanking,success,,2,2026-08-02T06:03:57.931601
pay_01026,cust_1480,999,wallet,success,,1,2026-08-02T07:51:57.931605
pay_01027,cust_1418,299,upi,failed,limit_exceeded,3,2026-08-04T18:22:57.931610
pay_01028,cust_1290,999,upi,failed,timeout,1,2026-07-24T10:32:57.931614
pay_01029,cust_0615,299,card,success,,2,2026-08-19T07:07:57.931618
pay_01030,cust_1221,2499,upi,success,,1,2026-08-05T15:48:57.931622
pay_01031,cust_1264,2499,netbanking,failed,insufficient_funds,1,2026-08-20T18:21:57.931627
pay_01032,cust_0056,199,netbanking,success,,1,2026-08-13T02:37:57.931631
pay_01033,cust_1331,1499,netbanking,success,,2,2026-08-07T19:32:57.931635
pay_01034,cust_0220,199,card,success,,1,2026-08-21T17:15:57.931640
pay_01035,cust_0772,299,netbanking,success,,1,2026-08-14T02:06:57.931645
pay_01036,cust_0829,299,upi,failed,network_error,1,2026-08-03T09:33:57.931649
pay_01037,cust_0855,1499,wallet,success,,2,2026-08-06T00:06:57.931654
pay_01038,cust_0802,2499,netbanking,success,,1,2026-07-27T21:04:57.931658
pay_01039,cust_1224,9999,card,failed,insufficient_funds,2,2026-08-20T12:49:57.931662
pay_01040,cust_0599,199,netbanking,failed,insufficient_funds,1,2026-08-06T04:07:57.931667
pay_01041,cust_0587,999,netbanking,success,,1,2026-08-13T05:23:57.931671
pay_01042,cust_1316,4999,card,success,,1,2026-08-18T08:08:57.931675
pay_01043,cust_0918,499,netbanking,failed,timeout,1,2026-07-26T04:11:57.931680
pay_01044,cust_1121,9999,upi,success,,2,2026-07-24T20:24:57.931687
pay_01045,cust_0105,299,upi,failed,limit_exceeded,1,2026-08-20T01:07:57.931692
pay_01046,cust_1002,499,upi,success,,2,2026-07-24T21:49:57.931697
pay_01047,cust_0605,499,card,success,,1,2026-07-23T00:52:57.931701
pay_01048,cust_1106,1999,upi,failed,limit_exceeded,1,2026-07-31T18:05:57.931706
pay_01049,cust_0055,9999,card,success,,1,2026-08-03T14:41:57.931711
pay_01050,cust_0663,2499,upi,success,,1,2026-08-16T11:05:57.931715
pay_01051,cust_1123,199,wallet,success,,1,2026-08-10T15:01:57.931720
pay_01052,cust_0994,299,upi,failed,bank_error,1,2026-07-23T21:52:57.931724
pay_01053,cust_0275,499,netbanking,success,,1,2026-08-03T23:25:57.931729
pay_01054,cust_1330,1499,netbanking,success,,3,2026-08-13T17:07:57.931733
pay_01055,cust_1038,2499,upi,success,,3,2026-08-10T00:05:57.931739
pay_01056,cust_0024,2499,wallet,failed,insufficient_funds,1,2026-08-15T19:07:57.931743
pay_01057,cust_1183,299,wallet,success,,1,2026-07-26T05:00:57.931748
pay_01058,cust_0552,999,wallet,failed,authentication_failed,1,2026-07-28T22:30:57.931753
pay_01059,cust_1032,999,wallet,success,,1,2026-08-09T16:50:57.931758
pay_01060,cust_1281,1499,wallet,success,,2,2026-08-06T08:29:57.931762
pay_01061,cust_1001,299,card,success,,1,2026-08-20T17:22:57.931767
pay_01062,cust_0493,9999,wallet,success,,1,2026-08-03T17:30:57.931772
pay_01063,cust_0127,2499,card,success,,1,2026-08-17T16:08:57.931776
pay_01064,cust_0223,9999,wallet,success,,2,2026-07-25T21:41:57.931781
pay_01065,cust_1376,9999,wallet,success,,1,2026-08-05T13:25:57.931786
pay_01066,cust_0907,299,upi,failed,bank_error,2,2026-08-14T09:08:57.931792
pay_01067,cust_0197,999,card,success,,1,2026-07-26T01:13:57.931797
pay_01068,cust_0480,1499,card,success,,1,2026-07-29T21:00:57.931801
pay_01069,cust_1191,299,netbanking,success,,1,2026-08-19T18:52:57.931806
pay_01070,cust_0315,499,card,success,,1,2026-08-15T19:43:57.931810
pay_01071,cust_1042,1499,upi,success,,2,2026-08-01T16:45:57.931815
pay_01072,cust_0190,199,netbanking,success,,1,2026-07-28T04:44:57.931819
pay_01073,cust_0064,4999,card,success,,1,2026-08-12T17:24:57.931824
pay_01074,cust_0600,4999,upi,success,,2,2026-08-04T00:17:57.931830
pay_01075,cust_0071,9999,wallet,success,,1,2026-07-27T02:26:57.931834
pay_01076,cust_0718,1999,card,success,,2,2026-08-12T18:52:57.931839
pay_01077,cust_1381,1999,wallet,success,,1,2026-07-24T23:05:57.931844
pay_01078,cust_0330,1999,upi,success,,2,2026-08-15T19:56:57.931848
pay_01079,cust_0819,999,upi,success,,1,2026-08-19T11:20:57.931852
pay_01080,cust_0858,299,wallet,success,,1,2026-08-05T22:18:57.931857
pay_01081,cust_1045,299,card,success,,1,2026-07-29T18:30:57.931862
pay_01082,cust_0207,299,netbanking,success,,1,2026-08-02T18:08:57.931866
pay_01083,cust_1399,9999,netbanking,success,,1,2026-08-05T04:43:57.931870
pay_01084,cust_0712,2499,card,success,,1,2026-07-27T17:13:57.931875
pay_01085,cust_0497,2499,card,success,,1,2026-07-26T19:27:57.931880
pay_01086,cust_0665,1999,netbanking,success,,1,2026-08-11T19:01:57.931884
pay_01087,cust_0278,9999,netbanking,success,,1,2026-08-01T03:32:57.931889
pay_01088,cust_1081,999,wallet,success,,1,2026-07-28T18:13:57.931894
pay_01089,cust_0196,4999,netbanking,failed,network_error,1,2026-08-17T00:42:57.931899
pay_01090,cust_0997,4999,upi,success,,1,2026-08-20T10:42:57.931904
pay_01091,cust_0804,999,card,failed,bank_error,2,2026-08-11T07:50:57.931908
pay_01092,cust_0939,9999,wallet,failed,insufficient_funds,1,2026-08-17T08:30:57.931913
pay_01093,cust_1287,1999,card,success,,1,2026-08-15T04:12:57.931918
pay_01094,cust_0958,9999,netbanking,success,,1,2026-08-20T10:19:57.931924
pay_01095,cust_0485,999,upi,success,,2,2026-08-06T23:48:57.931929
pay_01096,cust_0495,199,upi,success,,2,2026-08-11T04:08:57.931933
pay_01097,cust_0644,1999,netbanking,success,,1,2026-08-14T11:42:57.931938
pay_01098,cust_1109,199,upi,success,,3,2026-08-10T02:09:57.931942
pay_01099,cust_1297,1499,netbanking,failed,insufficient_funds,1,2026-08-13T23:41:57.931954
pay_01100,cust_1300,1999,netbanking,failed,limit_exceeded,1,2026-07-25T14:41:57.931959
pay_01101,cust_1369,1499,card,success,,1,2026-08-06T19:50:57.931963
pay_01102,cust_0248,9999,netbanking,success,,1,2026-08-05T09:39:57.931969
pay_01103,cust_0758,9999,netbanking,success,,1,2026-08-04T08:48:57.931974
pay_01104,cust_0102,999,netbanking,success,,1,2026-08-04T06:21:57.931978
pay_01105,cust_0076,199,wallet,success,,1,2026-07-27T11:15:57.931982
pay_01106,cust_0014,1999,upi,failed,timeout,1,2026-08-19T19:37:57.931987
pay_01107,cust_0737,199,netbanking,success,,1,2026-08-11T02:28:57.931991
pay_01108,cust_0439,299,upi,success,,2,2026-07-22T18:07:57.931997
pay_01109,cust_0391,299,wallet,failed,authentication_failed,2,2026-07-29T14:58:57.932002
pay_01110,cust_1033,199,netbanking,success,,1,2026-08-07T20:28:57.932007
pay_01111,cust_0514,499,upi,success,,2,2026-08-05T02:53:57.932011
pay_01112,cust_0393,2499,wallet,success,,1,2026-08-16T18:50:57.932016
pay_01113,cust_0551,4999,card,failed,network_error,1,2026-08-06T05:33:57.932022
pay_01114,cust_1107,2499,card,success,,1,2026-07-27T07:26:57.932027
pay_01115,cust_0732,9999,upi,success,,1,2026-08-01T13:15:57.932032
pay_01116,cust_1232,9999,card,failed,insufficient_funds,1,2026-08-04T07:41:57.932036
pay_01117,cust_0705,4999,netbanking,failed,bank_error,1,2026-08-16T10:59:57.932041
pay_01118,cust_0598,999,upi,success,,1,2026-08-18T12:23:57.932046
pay_01119,cust_0658,1499,upi,success,,1,2026-08-06T20:28:57.932050
pay_01120,cust_1271,999,upi,failed,limit_exceeded,2,2026-07-28T17:52:57.932055
pay_01121,cust_1406,299,card,success,,1,2026-08-10T22:18:57.932059
pay_01122,cust_1169,4999,upi,failed,timeout,1,2026-07-25T09:01:57.932064
pay_01123,cust_1475,499,wallet,success,,1,2026-07-26T13:55:57.932069
pay_01124,cust_0142,2499,card,success,,1,2026-08-01T13:13:57.932074
pay_01125,cust_1337,499,wallet,success,,1,2026-07-24T02:16:57.932078
pay_01126,cust_0550,4999,upi,success,,1,2026-08-15T16:16:57.932083
pay_01127,cust_0744,4999,netbanking,success,,1,2026-08-10T04:00:57.932087
pay_01128,cust_1371,199,card,failed,bank_error,1,2026-07-24T16:02:57.932092
pay_01129,cust_0875,1999,netbanking,success,,1,2026-07-24T18:29:57.932098
pay_01130,cust_0066,199,wallet,success,,2,2026-08-03T10:20:57.932102
pay_01131,cust_0541,4999,upi,failed,network_error,1,2026-08-16T22:33:57.932107
pay_01132,cust_0418,299,wallet,success,,2,2026-08-19T10:42:57.932112
pay_01133,cust_0635,1499,wallet,success,,1,2026-08-13T08:45:57.932117
pay_01134,cust_0456,499,upi,failed,insufficient_funds,1,2026-08-15T09:10:57.932122
pay_01135,cust_0771,9999,netbanking,failed,authentication_failed,1,2026-08-21T04:31:57.932127
pay_01136,cust_0606,1499,card,failed,bank_error,2,2026-08-04T13:09:57.932131
pay_01137,cust_0813,1999,upi,success,,1,2026-08-19T22:27:57.932136
pay_01138,cust_0993,499,upi,success,,1,2026-08-10T18:48:57.932140
pay_01139,cust_0571,1499,card,failed,limit_exceeded,2,2026-08-14T08:18:57.932145
pay_01140,cust_0357,1499,netbanking,success,,1,2026-08-10T20:26:57.932150
pay_01141,cust_1089,4999,card,failed,timeout,1,2026-07-29T02:59:57.932154
pay_01142,cust_0592,199,wallet,success,,1,2026-07-23T06:03:57.932159
pay_01143,cust_1445,1499,upi,success,,1,2026-08-10T14:52:57.932164
pay_01144,cust_0856,1499,card,success,,1,2026-07-30T04:09:57.932169
pay_01145,cust_0233,199,upi,success,,2,2026-08-09T22:13:57.932174
pay_01146,cust_0600,9999,card,success,,1,2026-07-31T13:23:57.932178
pay_01147,cust_1020,199,upi,success,,1,2026-08-20T21:17:57.932183
pay_01148,cust_0219,1999,wallet,failed,authentication_failed,1,2026-08-10T00:56:57.932187
pay_01149,cust_0265,1499,wallet,success,,1,2026-07-29T03:32:57.932192
pay_01150,cust_0263,9999,upi,success,,1,2026-08-19T23:38:57.932196
pay_01151,cust_1038,499,upi,failed,network_error,1,2026-08-20T20:39:57.932202
pay_01152,cust_1159,999,upi,success,,1,2026-07-31T13:32:57.932208
pay_01153,cust_1257,299,upi,success,,1,2026-08-07T00:10:57.932212
pay_01154,cust_0086,299,upi,failed,insufficient_funds,1,2026-08-19T16:13:57.932217
pay_01155,cust_0975,9999,wallet,success,,1,2026-08-12T14:23:57.932222
pay_01156,cust_1451,299,card,success,,1,2026-08-09T20:12:57.932226
pay_01157,cust_0873,299,upi,failed,authentication_failed,2,2026-08-17T00:17:57.932231
pay_01158,cust_0016,4999,card,success,,2,2026-08-17T13:29:57.932236
pay_01159,cust_0160,9999,wallet,success,,1,2026-08-10T10:16:57.932240
pay_01160,cust_1084,999,wallet,success,,1,2026-08-10T05:22:57.932245
pay_01161,cust_1138,499,wallet,success,,1,2026-08-20T12:14:57.932250
pay_01162,cust_0648,2499,wallet,success,,2,2026-08-17T14:06:57.932254
pay_01163,cust_1214,199,card,failed,insufficient_funds,2,2026-08-01T13:18:57.932259
pay_01164,cust_1449,1499,netbanking,success,,1,2026-07-24T08:29:57.932264
pay_01165,cust_0429,1999,wallet,success,,3,2026-08-02T15:06:57.932268
pay_01166,cust_0745,9999,card,success,,1,2026-07-31T11:12:57.932273
pay_01167,cust_0041,4999,upi,success,,1,2026-08-02T18:36:57.932277
pay_01168,cust_0237,1999,card,failed,limit_exceeded,1,2026-08-06T21:10:57.932281
pay_01169,cust_0973,299,upi,failed,limit_exceeded,1,2026-08-11T08:44:57.932286
pay_01170,cust_0038,1999,card,success,,1,2026-07-24T06:53:57.932291
pay_01171,cust_0566,2499,wallet,success,,1,2026-08-10T09:10:57.932295
pay_01172,cust_0195,299,wallet,success,,1,2026-08-03T12:12:57.932301
pay_01173,cust_1305,299,card,success,,1,2026-07-30T15:01:57.932306
pay_01174,cust_0100,199,netbanking,failed,network_error,1,2026-08-04T23:25:57.932311
pay_01175,cust_0447,2499,wallet,success,,1,2026-08-02T19:54:57.932315
pay_01176,cust_1466,1999,card,failed,network_error,2,2026-07-27T06:54:57.932320
pay_01177,cust_0295,999,upi,success,,1,2026-08-16T15:46:57.932324
pay_01178,cust_0330,299,wallet,success,,1,2026-08-01T23:56:57.932329
pay_01179,cust_0408,1999,wallet,success,,1,2026-08-01T04:11:57.932333
pay_01180,cust_0399,999,netbanking,success,,1,2026-07-25T05:32:57.932338
pay_01181,cust_1215,4999,card,failed,limit_exceeded,2,2026-08-04T09:18:57.932342
pay_01182,cust_0608,1999,upi,failed,limit_exceeded,2,2026-08-20T14:18:57.932347
pay_01183,cust_0928,299,card,success,,2,2026-08-01T05:32:57.932352
pay_01184,cust_0232,9999,upi,failed,bank_error,1,2026-07-31T10:53:57.932356
pay_01185,cust_0243,499,netbanking,success,,1,2026-07-31T04:34:57.932361
pay_01186,cust_0955,1999,upi,success,,2,2026-07-28T19:26:57.932365
pay_01187,cust_1414,1999,upi,failed,insufficient_funds,1,2026-08-03T13:50:57.932370
pay_01188,cust_1225,9999,upi,success,,1,2026-08-05T23:08:57.932374
pay_01189,cust_1139,1499,card,success,,1,2026-08-20T00:06:57.932378
pay_01190,cust_0645,2499,wallet,success,,1,2026-07-28T16:32:57.932383
pay_01191,cust_0237,1499,netbanking,success,,1,2026-08-18T09:07:57.932389
pay_01192,cust_0049,2499,upi,success,,2,2026-07-25T12:21:57.932394
pay_01193,cust_0878,299,upi,failed,limit_exceeded,1,2026-07-24T12:05:57.932400
pay_01194,cust_1469,199,upi,failed,network_error,2,2026-08-03T21:21:57.932405
pay_01195,cust_1078,1999,netbanking,success,,1,2026-08-20T13:33:57.932410
pay_01196,cust_1268,2499,upi,success,,1,2026-08-08T15:41:57.932415
pay_01197,cust_0343,1499,netbanking,success,,1,2026-07-23T12:37:57.932420
pay_01198,cust_0019,199,upi,success,,2,2026-08-04T03:38:57.932424
pay_01199,cust_1364,9999,upi,failed,bank_error,1,2026-07-24T12:11:57.932429
pay_01200,cust_0036,499,card,success,,3,2026-08-06T17:43:57.932434
pay_01201,cust_0942,299,card,success,,1,2026-08-02T15:01:57.932438
pay_01202,cust_1007,199,netbanking,success,,1,2026-08-05T04:55:57.932442
pay_01203,cust_0246,1999,wallet,success,,1,2026-08-16T21:55:57.932447
pay_01204,cust_1070,199,upi,success,,1,2026-07-28T14:52:57.932451
pay_01205,cust_0778,199,wallet,failed,limit_exceeded,1,2026-08-03T10:14:57.932456
pay_01206,cust_1272,9999,wallet,success,,1,2026-08-01T09:02:57.932461
pay_01207,cust_0973,499,upi,success,,1,2026-08-09T09:39:57.932466
pay_01208,cust_0899,199,card,success,,3,2026-08-03T02:47:57.932470
pay_01209,cust_0252,1999,card,success,,1,2026-08-17T10:43:57.932476
pay_01210,cust_0456,4999,card,failed,insufficient_funds,2,2026-08-13T17:26:57.932480
pay_01211,cust_0509,2499,card,success,,1,2026-08-07T09:12:57.932486
pay_01212,cust_1065,199,netbanking,success,,1,2026-08-12T20:32:57.932491
pay_01213,cust_1073,4999,wallet,success,,1,2026-07-24T03:05:57.932495
pay_01214,cust_0325,9999,netbanking,success,,1,2026-08-03T05:20:57.932501
pay_01215,cust_1130,9999,wallet,success,,3,2026-08-01T17:17:57.932506
pay_01216,cust_0475,1499,card,success,,1,2026-08-14T10:58:57.932510
pay_01217,cust_1075,199,card,success,,1,2026-08-12T10:25:57.932515
pay_01218,cust_0785,9999,wallet,success,,1,2026-08-01T11:19:57.932519
pay_01219,cust_1382,4999,card,success,,1,2026-08-05T05:45:57.932524
pay_01220,cust_0383,2499,wallet,success,,2,2026-08-09T19:56:57.932528
pay_01221,cust_0610,299,upi,failed,insufficient_funds,2,2026-07-25T07:12:57.932533
pay_01222,cust_0088,1499,upi,success,,3,2026-08-15T10:24:57.932538
pay_01223,cust_0350,199,wallet,success,,1,2026-07-28T04:00:57.932543
pay_01224,cust_1266,4999,card,success,,1,2026-07-25T13:14:57.932547
pay_01225,cust_0116,1999,netbanking,failed,insufficient_funds,1,2026-07-29T05:02:57.932552
pay_01226,cust_0122,999,netbanking,success,,1,2026-08-20T04:10:57.932557
pay_01227,cust_0480,2499,card,success,,1,2026-07-31T13:34:57.932561
pay_01228,cust_0202,1499,card,success,,1,2026-08-19T03:36:57.932566
pay_01229,cust_0490,199,netbanking,success,,1,2026-07-29T22:26:57.932570
pay_01230,cust_0177,999,wallet,success,,1,2026-08-21T00:45:57.932576
pay_01231,cust_0841,1499,netbanking,success,,2,2026-07-24T14:51:57.932581
pay_01232,cust_1406,9999,card,success,,1,2026-08-05T22:43:57.932585
pay_01233,cust_1477,1999,card,failed,bank_error,1,2026-08-08T21:57:57.932590
pay_01234,cust_1111,299,card,success,,2,2026-08-20T20:14:57.932594
pay_01235,cust_1347,4999,wallet,success,,1,2026-08-10T20:41:57.932599
pay_01236,cust_0677,2499,netbanking,success,,1,2026-08-03T21:24:57.932604
pay_01237,cust_0401,1499,card,success,,1,2026-07-25T16:17:57.932609
pay_01238,cust_0446,9999,upi,success,,3,2026-07-31T22:00:57.932613
pay_01239,cust_1353,499,upi,success,,1,2026-07-31T15:52:57.932618
pay_01240,cust_1458,9999,upi,success,,1,2026-08-21T13:56:57.932622
pay_01241,cust_1441,9999,upi,failed,insufficient_funds,1,2026-08-13T18:21:57.932627
pay_01242,cust_0077,1499,card,success,,1,2026-08-16T23:45:57.932632
pay_01243,cust_0397,1499,card,success,,3,2026-08-21T09:45:57.932636
pay_01244,cust_1304,1999,wallet,success,,2,2026-07-29T03:34:57.932641
pay_01245,cust_1500,999,netbanking,success,,2,2026-08-13T05:30:57.932646
pay_01246,cust_0294,1999,card,success,,1,2026-08-11T00:34:57.932651
pay_01247,cust_1432,299,netbanking,success,,1,2026-08-21T06:59:57.932656
pay_01248,cust_0027,9999,upi,success,,1,2026-07-26T13:23:57.932660
pay_01249,cust_0196,499,card,success,,1,2026-07-24T07:17:57.932665
pay_01250,cust_1242,999,wallet,success,,1,2026-08-02T23:25:57.932671
pay_01251,cust_0960,4999,upi,failed,limit_exceeded,1,2026-07-27T03:01:57.932676
pay_01252,cust_1447,299,card,success,,3,2026-08-20T00:03:57.932681
pay_01253,cust_0491,199,netbanking,success,,1,2026-07-26T07:23:57.932685
pay_01254,cust_0468,4999,upi,failed,bank_error,2,2026-08-19T23:25:57.932690
pay_01255,cust_0166,299,wallet,success,,1,2026-08-22T03:52:57.932695
pay_01256,cust_0657,499,wallet,success,,1,2026-07-23T03:03:57.932699
pay_01257,cust_0035,1499,netbanking,success,,2,2026-08-10T07:16:57.932705
pay_01258,cust_1420,2499,upi,success,,1,2026-08-22T05:41:57.932710
pay_01259,cust_0221,299,netbanking,success,,1,2026-08-22T06:57:57.932715
pay_01260,cust_0591,4999,wallet,success,,1,2026-08-03T07:17:57.932720
pay_01261,cust_0078,999,netbanking,success,,1,2026-07-31T10:36:57.932725
pay_01262,cust_0331,999,wallet,success,,2,2026-08-04T18:22:57.932730
pay_01263,cust_1247,299,wallet,success,,2,2026-07-26T23:15:57.932735
pay_01264,cust_1145,4999,card,success,,1,2026-08-05T07:37:57.932739
pay_01265,cust_0257,1999,card,success,,1,2026-07-27T06:21:57.932744
pay_01266,cust_0669,299,wallet,failed,authentication_failed,2,2026-07-24T16:36:57.932749
pay_01267,cust_0476,2499,netbanking,success,,1,2026-08-19T07:16:57.932754
pay_01268,cust_0379,1499,upi,success,,1,2026-08-17T02:26:57.932758
pay_01269,cust_0925,1499,card,success,,2,2026-07-26T16:15:57.932764
pay_01270,cust_0914,1999,netbanking,success,,1,2026-07-25T04:56:57.932769
pay_01271,cust_1266,4999,netbanking,failed,bank_error,1,2026-08-07T21:13:57.932774
pay_01272,cust_1293,4999,netbanking,success,,1,2026-07-24T11:21:57.932778
pay_01273,cust_0537,1999,upi,success,,1,2026-08-22T07:18:57.932783
pay_01274,cust_0823,2499,card,failed,timeout,1,2026-07-30T15:13:57.932788
pay_01275,cust_0817,1999,netbanking,success,,1,2026-08-13T06:54:57.932792
pay_01276,cust_0427,1499,netbanking,failed,authentication_failed,3,2026-08-11T18:09:57.932797
pay_01277,cust_1296,1999,netbanking,success,,1,2026-08-02T04:32:57.932802
pay_01278,cust_1439,499,upi,success,,1,2026-07-29T09:49:57.932808
pay_01279,cust_1285,1499,upi,success,,1,2026-08-14T01:28:57.932813
pay_01280,cust_0166,1999,upi,success,,2,2026-08-10T06:27:57.932817
pay_01281,cust_0620,999,card,failed,timeout,1,2026-08-12T00:39:57.932822
pay_01282,cust_0225,1499,card,success,,2,2026-08-08T05:44:57.932827
pay_01283,cust_1295,1499,wallet,failed,authentication_failed,2,2026-07-28T17:16:57.932832
pay_01284,cust_0595,1999,netbanking,success,,1,2026-08-20T14:10:57.932836
pay_01285,cust_0694,299,wallet,success,,2,2026-08-03T11:22:57.932841
pay_01286,cust_1258,1999,wallet,failed,timeout,1,2026-08-15T00:38:57.932845
pay_01287,cust_1490,299,card,success,,1,2026-07-26T20:23:57.932850
pay_01288,cust_0991,299,netbanking,success,,1,2026-08-16T14:08:57.932855
pay_01289,cust_1383,9999,card,failed,network_error,1,2026-07-25T04:19:57.932861
pay_01290,cust_0760,1999,card,success,,1,2026-08-19T15:52:57.932866
pay_01291,cust_0470,199,netbanking,failed,limit_exceeded,1,2026-07-23T17:25:57.932870
pay_01292,cust_1132,499,netbanking,success,,1,2026-07-29T00:12:57.932875
pay_01293,cust_0343,4999,upi,success,,2,2026-08-12T12:27:57.932880
pay_01294,cust_0019,199,card,failed,network_error,1,2026-08-06T01:19:57.932885
pay_01295,cust_0521,2499,card,success,,1,2026-08-18T18:47:57.932889
