payment_id,customer_id,amount,payment_method,status,failure_reason,attempt_number,created_at,recovered,recovered_amount
pay_00940,cust_1135,999,card,failed,authentication_failed,1,2026-08-17T00:19:57.931109,True,999
pay_00954,cust_1082,1499,wallet,failed,timeout,1,2026-07-24T08:23:57.931168,True,1499
pay_00956,cust_0194,199,netbanking,failed,bank_error,1,2026-08-16T00:32:57.931177,True,199
pay_00959,cust_0533,199,netbanking,failed,limit_exceeded,1,2026-07-24T16:24:57.931192,False,0
pay_00962,cust_0642,199,upi,failed,timeout,1,2026-07-23T11:39:57.931205,False,0
pay_00965,cust_0611,1999,card,failed,authentication_failed,1,2026-07-28T17:13:57.931218,False,0
pay_00970,cust_0924,1499,card,failed,authentication_failed,1,2026-07-26T04:24:57.931240,True,1499
pay_00971,cust_0094,4999,upi,failed,bank_error,3,2026-08-12T16:10:57.931245,False,0
pay_00972,cust_0208,1999,wallet,failed,authentication_failed,1,2026-08-04T04:50:57.931250,False,0
pay_00973,cust_0302,499,wallet,failed,network_error,1,2026-08-08T13:51:57.931254,True,499
pay_00984,cust_1218,9999,netbanking,failed,authentication_failed,1,2026-07-25T01:46:57.931304,False,0
pay_00987,cust_1309,9999,wallet,failed,limit_exceeded,1,2026-08-18T06:15:57.931317,False,0
pay_00996,cust_0798,499,netbanking,failed,limit_exceeded,2,2026-07-24T16:42:57.931356,True,499
pay_00997,cust_0053,4999,card,failed,insufficient_funds,1,2026-08-19T01:32:57.931361,False,0
pay_01007,cust_1490,4999,card,failed,limit_exceeded,2,2026-08-05T11:00:57.931404,False,0
pay_01010,cust_0746,1999,upi,failed,bank_error,1,2026-07-30T12:07:57.931531,True,1999
pay_01023,cust_0088,1999,card,failed,timeout,1,2026-08-16T12:26:57.931592,True,1999
pay_01027,cust_1418,299,upi,failed,limit_exceeded,3,2026-08-04T18:22:57.931610,False,0
pay_01028,cust_1290,999,upi,failed,timeout,1,2026-07-24T10:32:57.931614,False,0
pay_01031,cust_1264,2499,netbanking,failed,insufficient_funds,1,2026-08-20T18:21:57.931627,False,0
pay_01036,cust_0829,299,upi,failed,network_error,1,2026-08-03T09:33:57.931649,True,299
pay_01039,cust_1224,9999,card,failed,insufficient_funds,2,2026-08-20T12:49:57.931662,False,0
pay_01040,cust_0599,199,netbanking,failed,insufficient_funds,1,2026-08-06T04:07:57.931667,False,0
pay_01043,cust_0918,499,netbanking,failed,timeout,1,2026-07-26T04:11:57.931680,True,499
pay_01045,cust_0105,299,upi,failed,limit_exceeded,1,2026-08-20T01:07:57.931692,True,299
pay_01048,cust_1106,1999,upi,failed,limit_exceeded,1,2026-07-31T18:05:57.931706,False,0
pay_01052,cust_0994,299,upi,failed,bank_error,1,2026-07-23T21:52:57.931724,False,0
pay_01056,cust_0024,2499,wallet,failed,insufficient_funds,1,2026-08-15T19:07:57.931743,False,0
pay_01058,cust_0552,999,wallet,failed,authentication_failed,1,2026-07-28T22:30:57.931753,False,0
pay_01066,cust_0907,299,upi,failed,bank_error,2,2026-08-14T09:08:57.931792,False,0
pay_01089,cust_0196,4999,netbanking,failed,network_error,1,2026-08-17T00:42:57.931899,True,4999
pay_01091,cust_0804,999,card,failed,bank_error,2,2026-08-11T07:50:57.931908,True,999
pay_01092,cust_0939,9999,wallet,failed,insufficient_funds,1,2026-08-17T08:30:57.931913,True,9999
pay_01099,cust_1297,1499,netbanking,failed,insufficient_funds,1,2026-08-13T23:41:57.931954,False,0
pay_01100,cust_1300,1999,netbanking,failed,limit_exceeded,1,2026-07-25T14:41:57.931959,False,0
pay_01106,cust_0014,1999,upi,failed,timeout,1,2026-08-19T19:37:57.931987,True,1999
pay_01109,cust_0391,299,wallet,failed,authentication_failed,2,2026-07-29T14:58:57.932002,False,0
pay_01113,cust_0551,4999,card,failed,network_error,1,2026-08-06T05:33:57.932022,True,4999
pay_01116,cust_1232,9999,card,failed,insufficient_funds,1,2026-08-04T07:41:57.932036,False,0
pay_01117,cust_0705,4999,netbanking,failed,bank_error,1,2026-08-16T10:59:57.932041,False,0
pay_01120,cust_1271,999,upi,failed,limit_exceeded,2,2026-07-28T17:52:57.932055,False,0
pay_01122,cust_1169,4999,upi,failed,timeout,1,2026-07-25T09:01:57.932064,False,0
pay_01128,cust_1371,199,card,failed,bank_error,1,2026-07-24T16:02:57.932092,False,0
pay_01131,cust_0541,4999,upi,failed,network_error,1,2026-08-16T22:33:57.932107,True,4999
pay_01134,cust_0456,499,upi,failed,insufficient_funds,1,2026-08-15T09:10:57.932122,False,0
pay_01135,cust_0771,9999,netbanking,failed,authentication_failed,1,2026-08-21T04:31:57.932127,False,0
pay_01136,cust_0606,1499,card,failed,bank_error,2,2026-08-04T13:09:57.932131,False,0
pay_01139,cust_0571,1499,card,failed,limit_exceeded,2,2026-08-14T08:18:57.932145,False,0
pay_01141,cust_1089,4999,card,failed,timeout,1,2026-07-29T02:59:57.932154,False,0
pay_01148,cust_0219,1999,wallet,failed,authentication_failed,1,2026-08-10T00:56:57.932187,False,0
pay_01151,cust_1038,499,upi,failed,network_error,1,2026-08-20T20:39:57.932202,True,499
pay_01154,cust_0086,299,upi,failed,insufficient_funds,1,2026-08-19T16:13:57.932217,False,0
pay_01157,cust_0873,299,upi,failed,authentication_failed,2,2026-08-17T00:17:57.932231,True,299
pay_01163,cust_1214,199,card,failed,insufficient_funds,2,2026-08-01T13:18:57.932259,False,0
pay_01168,cust_0237,1999,card,failed,limit_exceeded,1,2026-08-06T21:10:57.932281,False,0
pay_01169,cust_0973,299,upi,failed,limit_exceeded,1,2026-08-11T08:44:57.932286,True,299
pay_01174,cust_0100,199,netbanking,failed,network_error,1,2026-08-04T23:25:57.932311,False,0
pay_01176,cust_1466,1999,card,failed,network_error,2,2026-07-27T06:54:57.932320,True,1999
pay_01181,cust_1215,4999,card,failed,limit_exceeded,2,2026-08-04T09:18:57.932342,False,0
pay_01182,cust_0608,1999,upi,failed,limit_exceeded,2,2026-08-20T14:18:57.932347,False,0
pay_01184,cust_0232,9999,upi,failed,bank_error,1,2026-07-31T10:53:57.932356,True,9999
pay_01187,cust_1414,1999,upi,failed,insufficient_funds,1,2026-08-03T13:50:57.932370,True,1999
pay_01193,cust_0878,299,upi,failed,limit_exceeded,1,2026-07-24T12:05:57.932400,True,299
pay_01194,cust_1469,199,upi,failed,network_error,2,2026-08-03T21:21:57.932405,True,199
pay_01199,cust_1364,9999,upi,failed,bank_error,1,2026-07-24T12:11:57.932429,False,0
pay_01205,cust_0778,199,wallet,failed,limit_exceeded,1,2026-08-03T10:14:57.932456,False,0
pay_01210,cust_0456,4999,card,failed,insufficient_funds,2,2026-08-13T17:26:57.932480,True,4999
pay_01221,cust_0610,299,upi,failed,insufficient_funds,2,2026-07-25T07:12:57.932533,False,0
pay_01225,cust_0116,1999,netbanking,failed,insufficient_funds,1,2026-07-29T05:02:57.932552,False,0
pay_01233,cust_1477,1999,card,failed,bank_error,1,2026-08-08T21:57:57.932590,False,0
pay_01241,cust_1441,9999,upi,failed,insufficient_funds,1,2026-08-13T18:21:57.932627,False,0
pay_01251,cust_0960,4999,upi,failed,limit_exceeded,1,2026-07-27T03:01:57.932676,False,0
pay_01254,cust_0468,4999,upi,failed,bank_error,2,2026-08-19T23:25:57.932690,True,4999
pay_01266,cust_0669,299,wallet,failed,authentication_failed,2,2026-07-24T16:36:57.932749,False,0
pay_01271,cust_1266,4999,netbanking,failed,bank_error,1,2026-08-07T21:13:57.932774,True,4999
pay_01274,cust_0823,2499,card,failed,timeout,1,2026-07-30T15:13:57.932788,False,0
pay_01276,cust_0427,1499,netbanking,failed,authentication_failed,3,2026-08-11T18:09:57.932797,False,0
pay_01281,cust_0620,999,card,failed,timeout,1,2026-08-12T00:39:57.932822,True,999
pay_01283,cust_1295,1499,wallet,failed,authentication_failed,2,2026-07-28T17:16:57.932832,False,0
pay_01286,cust_1258,1999,wallet,failed,timeout,1,2026-08-15T00:38:57.932845,False,0
pay_01289,cust_1383,9999,card,failed,network_error,1,2026-07-25T04:19:57.932861,True,9999
pay_01291,cust_0470,199,netbanking,failed,limit_exceeded,1,2026-07-23T17:25:57.932870,False,0
pay_01294,cust_0019,199,card,failed,network_error,1,2026-08-06T01:19:57.932885,True,199
pay_01299,cust_1012,299,upi,failed,authentication_failed,2,2026-08-17T06:18:57.932910,False,0
pay_01302,cust_1336,9999,wallet,failed,timeout,1,2026-08-06T09:13:57.932924,True,9999
pay_01304,cust_0975,9999,card,failed,authentication_failed,2,2026-07-26T22:48:57.932934,False,0
pay_01308,cust_0384,499,upi,failed,timeout,1,2026-08-13T12:47:57.932954,False,0
pay_01309,cust_1214,499,card,failed,authentication_failed,1,2026-08-06T13:43:57.932959,True,499
pay_01311,cust_1052,1999,upi,failed,limit_exceeded,1,2026-08-06T14:21:57.932969,False,0
pay_01312,cust_1393,199,card,failed,limit_exceeded,2,2026-08-01T01:23:57.932973,False,0
pay_01316,cust_0789,1499,netbanking,failed,bank_error,1,2026-07-22T13:23:57.932992,False,0
pay_01317,cust_1261,2499,netbanking,failed,bank_error,2,2026-08-21T19:01:57.932997,False,0
pay_01336,cust_0100,2499,upi,failed,timeout,1,2026-08-16T03:10:57.933086,False,0
pay_01337,cust_1115,1999,wallet,failed,limit_exceeded,2,2026-07-26T00:49:57.933091,False,0
pay_01342,cust_1142,1999,card,failed,timeout,1,2026-08-07T00:15:57.933116,True,1999
pay_01350,cust_0758,499,card,failed,bank_error,1,2026-07-30T11:56:57.933155,False,0
pay_01354,cust_0284,4999,wallet,failed,limit_exceeded,1,2026-08-12T11:32:57.933175,False,0
pay_01360,cust_0020,9999,card,failed,network_error,1,2026-08-04T02:07:57.933203,True,9999
pay_01371,cust_0168,1499,wallet,failed,insufficient_funds,1,2026-08-13T13:15:57.933257,False,0
pay_01374,cust_0292,1499,netbanking,failed,authentication_failed,1,2026-07-26T13:12:57.933271,False,0
pay_01379,cust_1122,199,netbanking,failed,network_error,3,2026-08-11T01:45:57.933294,False,0
pay_01388,cust_0514,999,card,failed,insufficient_funds,2,2026-08-17T02:05:57.933338,True,999
pay_01389,cust_1331,1999,wallet,failed,insufficient_funds,1,2026-08-15T14:16:57.933343,False,0
pay_01394,cust_0264,199,upi,failed,limit_exceeded,1,2026-08-20T03:38:57.933366,False,0
pay_01397,cust_1171,499,netbanking,failed,limit_exceeded,2,2026-07-24T07:07:57.933380,True,499
pay_01402,cust_0365,2499,upi,failed,network_error,1,2026-07-26T22:05:57.933406,True,2499
pay_01408,cust_0826,199,netbanking,failed,timeout,1,2026-08-03T13:15:57.933437,True,199
pay_01413,cust_0272,999,netbanking,failed,network_error,2,2026-08-12T15:51:57.933460,False,0
pay_01423,cust_0213,199,netbanking,failed,insufficient_funds,1,2026-07-31T17:58:57.933507,False,0
pay_01427,cust_0787,999,wallet,failed,limit_exceeded,1,2026-08-21T01:39:57.933528,False,0
pay_01430,cust_0837,499,upi,failed,limit_exceeded,1,2026-08-07T09:41:57.933542,False,0
pay_01431,cust_0481,2499,card,failed,limit_exceeded,1,2026-08-10T08:55:57.933547,False,0
pay_01434,cust_0268,999,wallet,failed,timeout,1,2026-08-17T21:19:57.933561,True,999
pay_01437,cust_0505,1499,wallet,failed,bank_error,1,2026-08-13T10:57:57.933576,True,1499
pay_01438,cust_1055,1499,upi,failed,authentication_failed,1,2026-07-23T22:04:57.933580,False,0
pay_01441,cust_1106,2499,netbanking,failed,limit_exceeded,1,2026-08-08T19:37:57.933595,False,0
pay_01445,cust_0129,4999,wallet,failed,insufficient_funds,1,2026-08-16T21:01:57.933615,False,0
pay_01446,cust_1183,499,card,failed,authentication_failed,1,2026-08-03T05:24:57.933620,False,0
pay_01447,cust_1144,299,upi,failed,bank_error,1,2026-08-01T02:27:57.933625,True,299
pay_01448,cust_1310,4999,netbanking,failed,authentication_failed,1,2026-07-25T01:37:57.933631,False,0
pay_01452,cust_0516,4999,wallet,failed,timeout,1,2026-08-20T13:04:57.933652,True,4999
pay_01457,cust_0684,4999,upi,failed,bank_error,1,2026-08-18T04:46:57.933675,True,4999
pay_01460,cust_1305,4999,upi,failed,bank_error,1,2026-07-31T10:55:57.933693,False,0
pay_01464,cust_1091,299,wallet,failed,insufficient_funds,1,2026-07-28T20:27:57.933713,False,0
pay_01466,cust_1418,499,netbanking,failed,limit_exceeded,1,2026-07-26T04:01:57.933723,True,499
pay_01467,cust_0620,1499,wallet,failed,authentication_failed,1,2026-08-17T06:33:57.933728,True,1499
pay_01475,cust_0456,199,card,failed,bank_error,1,2026-08-07T19:22:57.933767,True,199
pay_01476,cust_0944,4999,wallet,failed,limit_exceeded,2,2026-07-28T14:11:57.933772,False,0
pay_01480,cust_0278,9999,wallet,failed,timeout,1,2026-08-10T07:08:57.933791,True,9999
pay_01485,cust_1498,4999,wallet,failed,network_error,1,2026-08-02T22:12:57.933816,False,0
pay_01497,cust_1372,1499,wallet,failed,limit_exceeded,1,2026-08-05T18:28:57.933874,False,0
pay_01498,cust_0563,1499,wallet,failed,timeout,1,2026-07-28T12:37:57.933879,False,0
pay_01506,cust_1298,4999,wallet,failed,authentication_failed,2,2026-08-07T00:46:57.933917,True,4999
pay_01507,cust_0496,499,card,failed,bank_error,2,2026-08-09T17:37:57.933922,True,499
pay_01515,cust_0988,2499,wallet,failed,timeout,1,2026-07-28T07:32:57.933961,True,2499
pay_01519,cust_0425,4999,wallet,failed,network_error,1,2026-07-31T10:40:57.933979,True,4999
pay_01520,cust_1290,499,netbanking,failed,network_error,1,2026-08-17T01:35:57.933984,True,499
pay_01528,cust_1054,1999,card,failed,authentication_failed,1,2026-08-20T04:59:57.934022,False,0
pay_01529,cust_0186,499,upi,failed,timeout,2,2026-07-30T02:03:57.934027,True,499
pay_01531,cust_0568,199,card,failed,network_error,1,2026-08-08T12:10:57.934036,True,199
pay_01535,cust_1484,199,upi,failed,bank_error,1,2026-08-15T15:42:57.934055,False,0
pay_01538,cust_0417,4999,card,failed,authentication_failed,1,2026-08-01T17:51:57.934069,True,4999
pay_01539,cust_0974,999,card,failed,insufficient_funds,1,2026-08-07T01:28:57.934074,False,0
pay_01541,cust_0711,9999,netbanking,failed,limit_exceeded,2,2026-07-24T01:09:57.934083,False,0
pay_01545,cust_0912,1499,card,failed,timeout,2,2026-07-24T00:05:57.934103,True,1499
pay_01549,cust_1492,2499,netbanking,failed,authentication_failed,1,2026-08-02T16:07:57.934121,False,0
pay_01550,cust_0854,299,card,failed,limit_exceeded,1,2026-08-21T01:39:57.934126,True,299
pay_01552,cust_0959,299,wallet,failed,network_error,1,2026-08-19T16:15:57.934136,False,0
pay_01559,cust_0760,1499,netbanking,failed,network_error,1,2026-08-20T03:50:57.934169,False,0
pay_01564,cust_0194,999,upi,failed,authentication_failed,1,2026-08-11T00:16:57.934192,True,999
pay_01565,cust_0701,9999,wallet,failed,network_error,2,2026-08-15T20:48:57.934197,True,9999
pay_01567,cust_1048,4999,netbanking,failed,authentication_failed,1,2026-07-31T06:55:57.934206,True,4999
pay_01569,cust_1469,499,netbanking,failed,limit_exceeded,2,2026-08-02T00:24:57.934215,False,0
pay_01572,cust_1306,4999,netbanking,failed,authentication_failed,1,2026-08-16T07:27:57.934228,False,0
pay_01575,cust_0165,999,upi,failed,bank_error,1,2026-08-08T01:03:57.934242,True,999
pay_01577,cust_0847,9999,wallet,failed,insufficient_funds,1,2026-07-31T13:37:57.934252,True,9999
pay_01579,cust_1123,1999,card,failed,bank_error,1,2026-08-20T10:21:57.934262,False,0
pay_01583,cust_1111,2499,wallet,failed,insufficient_funds,1,2026-07-25T05:28:57.934282,False,0
pay_01588,cust_0669,4999,wallet,failed,network_error,1,2026-08-18T22:37:57.934305,False,0
pay_01591,cust_1424,2499,netbanking,failed,timeout,2,2026-08-04T22:20:57.934318,False,0
pay_01592,cust_1342,1999,wallet,failed,insufficient_funds,1,2026-08-18T22:02:57.934323,False,0
pay_01595,cust_1355,999,upi,failed,limit_exceeded,1,2026-08-04T19:06:57.934337,False,0
pay_01603,cust_0263,4999,upi,failed,timeout,1,2026-08-19T10:34:57.934377,False,0
pay_01606,cust_1268,999,wallet,failed,authentication_failed,1,2026-08-05T05:34:57.934391,False,0
pay_01613,cust_1089,4999,netbanking,failed,network_error,1,2026-08-02T14:23:57.934423,False,0
pay_01615,cust_0720,999,upi,failed,network_error,1,2026-08-17T18:11:57.934432,False,0
pay_01624,cust_0929,9999,upi,failed,insufficient_funds,2,2026-07-25T18:47:57.934476,False,0
pay_01635,cust_1146,199,upi,failed,bank_error,1,2026-08-16T04:16:57.934527,False,0
pay_01639,cust_1422,2499,upi,failed,authentication_failed,1,2026-07-31T12:15:57.934546,False,0
pay_01643,cust_0469,2499,wallet,failed,bank_error,1,2026-07-25T01:22:57.934566,False,0
pay_01646,cust_1059,299,upi,failed,network_error,2,2026-07-22T23:32:57.934579,False,0
pay_01650,cust_0061,299,card,failed,insufficient_funds,1,2026-08-04T11:02:57.934598,False,0
pay_01656,cust_0479,2499,netbanking,failed,network_error,1,2026-07-29T12:59:57.934626,True,2499
pay_01657,cust_0135,499,wallet,failed,timeout,1,2026-07-25T16:37:57.934631,True,499
pay_01660,cust_0460,1499,upi,failed,insufficient_funds,1,2026-08-15T12:04:57.934646,False,0
pay_01669,cust_0305,499,card,failed,timeout,2,2026-08-10T22:49:57.934688,False,0
pay_01671,cust_1015,199,upi,failed,network_error,1,2026-08-21T08:54:57.934697,True,199
pay_01673,cust_0645,9999,wallet,failed,authentication_failed,2,2026-08-19T19:05:57.934706,False,0
pay_01675,cust_0047,2499,card,failed,timeout,1,2026-08-10T09:03:57.934715,True,2499
pay_01678,cust_1386,2499,card,failed,authentication_failed,2,2026-08-12T00:58:57.934729,True,2499
pay_01681,cust_1409,499,card,failed,insufficient_funds,1,2026-08-21T20:51:57.934744,True,499
pay_01684,cust_0959,2499,netbanking,failed,insufficient_funds,1,2026-08-02T03:34:57.934758,True,2499
pay_01694,cust_1245,999,wallet,failed,network_error,2,2026-08-07T15:18:57.934805,True,999
pay_01695,cust_0915,9999,wallet,failed,insufficient_funds,2,2026-08-22T08:05:57.934809,False,0
pay_01696,cust_0891,299,card,failed,authentication_failed,2,2026-07-27T14:31:57.934814,True,299
pay_01698,cust_1151,1499,netbanking,failed,insufficient_funds,2,2026-07-30T11:57:57.934825,True,1499
pay_01702,cust_0904,999,netbanking,failed,limit_exceeded,1,2026-07-26T08:14:57.934843,False,0
pay_01709,cust_0645,4999,wallet,failed,bank_error,2,2026-08-04T06:00:57.934878,False,0
pay_01715,cust_0093,499,wallet,failed,bank_error,1,2026-08-04T12:54:57.934906,True,499
pay_01723,cust_1405,999,netbanking,failed,insufficient_funds,1,2026-08-17T17:47:57.934943,False,0
pay_01724,cust_0756,2499,card,failed,authentication_failed,1,2026-08-07T11:49:57.934949,False,0
pay_01727,cust_0330,299,netbanking,failed,timeout,2,2026-08-19T20:15:57.934962,True,299
pay_01734,cust_1365,999,card,failed,insufficient_funds,1,2026-08-03T14:26:57.934995,True,999
pay_01746,cust_1316,2499,netbanking,failed,insufficient_funds,1,2026-07-27T16:12:57.935056,False,0
pay_01748,cust_0849,9999,netbanking,failed,insufficient_funds,1,2026-08-18T04:01:57.935065,False,0
pay_01750,cust_0955,1499,wallet,failed,network_error,1,2026-08-17T14:22:57.935074,True,1499
pay_01752,cust_0644,299,netbanking,failed,insufficient_funds,2,2026-07-27T23:34:57.935084,False,0
pay_01758,cust_0098,299,card,failed,insufficient_funds,1,2026-08-06T15:08:57.935113,False,0
pay_01763,cust_1330,199,upi,failed,insufficient_funds,3,2026-07-23T20:47:57.935136,False,0
pay_01766,cust_1284,299,netbanking,failed,timeout,1,2026-07-23T11:38:57.935150,True,299
pay_01782,cust_1210,299,card,failed,network_error,3,2026-08-06T04:36:57.935224,False,0
pay_01783,cust_0590,1499,netbanking,failed,network_error,2,2026-07-31T09:45:57.935229,True,1499
pay_01788,cust_0682,999,wallet,failed,authentication_failed,2,2026-08-04T07:47:57.935253,False,0
pay_01792,cust_1236,1499,card,failed,authentication_failed,1,2026-08-11T04:14:57.935273,False,0
pay_01797,cust_0540,199,wallet,failed,insufficient_funds,1,2026-07-25T10:18:57.935296,False,0
pay_01798,cust_1459,999,upi,failed,bank_error,3,2026-07-30T04:17:57.935301,False,0
pay_01804,cust_1493,9999,netbanking,failed,network_error,1,2026-08-12T18:39:57.935329,False,0
pay_01810,cust_0577,199,card,failed,authentication_failed,1,2026-08-05T15:38:57.935358,False,0
pay_01823,cust_0702,299,card,failed,bank_error,1,2026-07-23T13:19:57.935419,False,0
pay_01825,cust_0870,2499,upi,failed,authentication_failed,2,2026-07-23T09:09:57.935432,True,2499
pay_01826,cust_1123,4999,wallet,failed,insufficient_funds,1,2026-08-17T09:59:57.935438,True,4999
pay_01828,cust_1488,2499,upi,failed,limit_exceeded,1,2026-08-01T23:40:57.935447,False,0
pay_01837,cust_0699,2499,wallet,failed,authentication_failed,1,2026-07-26T11:58:57.935490,True,2499
pay_01840,cust_0914,999,wallet,failed,authentication_failed,2,2026-08-17T09:35:57.935504,False,0
pay_01848,cust_0115,299,upi,failed,insufficient_funds,1,2026-07-28T22:38:57.935542,False,0
pay_01854,cust_0038,1499,upi,failed,limit_exceeded,1,2026-07-31T21:12:57.935572,False,0
pay_01858,cust_0945,2499,netbanking,failed,limit_exceeded,1,2026-07-30T06:17:57.935591,True,2499
pay_01862,cust_1448,199,upi,failed,authentication_failed,2,2026-08-14T19:44:57.935610,False,0
pay_01867,cust_0797,9999,upi,failed,timeout,1,2026-07-31T19:59:57.935633,True,9999
pay_01885,cust_1268,2499,wallet,failed,authentication_failed,1,2026-08-10T10:36:57.935718,False,0
pay_01886,cust_0501,1999,upi,failed,bank_error,1,2026-08-11T06:18:57.935722,True,1999
pay_01893,cust_0677,299,card,failed,insufficient_funds,1,2026-08-06T16:52:57.935755,False,0
pay_01898,cust_1280,4999,upi,failed,limit_exceeded,1,2026-08-02T13:43:57.935779,False,0
pay_01905,cust_0326,2499,upi,failed,limit_exceeded,1,2026-08-09T23:07:57.935811,True,2499
pay_01907,cust_0229,999,upi,failed,network_error,1,2026-08-21T12:38:57.935820,False,0
pay_01908,cust_0474,199,upi,failed,timeout,1,2026-08-10T04:18:57.935825,True,199
pay_01915,cust_0369,1999,netbanking,failed,bank_error,1,2026-08-20T02:35:57.935859,True,1999
pay_01923,cust_0942,1999,upi,failed,limit_exceeded,1,2026-07-30T21:35:57.935896,True,1999
pay_01927,cust_0321,9999,netbanking,failed,bank_error,1,2026-07-27T03:57:57.935915,True,9999
pay_01931,cust_1339,199,card,failed,timeout,1,2026-08-08T21:27:57.935933,True,199
pay_01933,cust_0689,999,netbanking,failed,limit_exceeded,2,2026-07-30T03:39:57.935944,False,0
pay_01934,cust_0668,9999,wallet,failed,limit_exceeded,1,2026-08-12T20:52:57.935948,False,0
pay_01940,cust_0381,9999,upi,failed,bank_error,1,2026-08-11T03:57:57.935977,True,9999
pay_01941,cust_0375,4999,card,failed,insufficient_funds,1,2026-07-31T09:10:57.935982,False,0
pay_01943,cust_1127,1999,netbanking,failed,bank_error,3,2026-07-22T19:30:57.935991,False,0
pay_01946,cust_0467,499,upi,failed,timeout,1,2026-08-18T15:59:57.936005,True,499
pay_01956,cust_0526,2499,netbanking,failed,timeout,1,2026-07-25T20:19:57.936051,True,2499
pay_01957,cust_0560,4999,netbanking,failed,bank_error,1,2026-08-15T10:12:57.936056,True,4999
pay_01958,cust_0899,1999,card,failed,network_error,1,2026-07-28T07:18:57.936061,True,1999
pay_01962,cust_0177,199,upi,failed,insufficient_funds,3,2026-07-27T05:44:57.936081,False,0
pay_01964,cust_0826,9999,wallet,failed,insufficient_funds,1,2026-08-14T09:38:57.936090,True,9999
pay_01967,cust_0887,1499,netbanking,failed,timeout,1,2026-07-24T04:23:57.936105,False,0
pay_01986,cust_0427,299,netbanking,failed,insufficient_funds,1,2026-07-24T10:36:57.936194,False,0
pay_01988,cust_0330,9999,netbanking,failed,bank_error,1,2026-08-22T04:48:57.936203,False,0
pay_01990,cust_0956,999,netbanking,failed,timeout,1,2026-08-17T10:01:57.936270,False,0
pay_01993,cust_0713,999,card,failed,limit_exceeded,1,2026-07-30T23:06:57.936286,False,0
pay_01994,cust_1203,299,upi,failed,network_error,2,2026-08-17T13:15:57.936291,True,299
pay_01996,cust_0114,1499,wallet,failed,limit_exceeded,1,2026-08-22T09:26:57.936301,True,1499
pay_01999,cust_1017,1499,upi,failed,limit_exceeded,1,2026-08-06T19:10:57.936315,True,1499
pay_02003,cust_0464,9999,card,failed,insufficient_funds,1,2026-08-22T08:14:57.936344,True,9999
pay_02006,cust_0926,4999,upi,failed,network_error,1,2026-08-18T21:14:57.936361,False,0
pay_02010,cust_0935,1999,netbanking,failed,network_error,1,2026-08-05T08:42:57.936385,True,1999
pay_02011,cust_1166,9999,card,failed,limit_exceeded,2,2026-08-10T03:58:57.936392,True,9999
pay_02016,cust_1371,4999,wallet,failed,network_error,1,2026-08-21T08:01:57.936425,False,0
pay_02018,cust_0050,1999,card,failed,timeout,1,2026-08-18T12:59:57.936437,False,0
pay_02019,cust_0473,299,wallet,failed,network_error,1,2026-08-11T01:39:57.936443,True,299
pay_02020,cust_0576,299,netbanking,failed,limit_exceeded,1,2026-08-07T18:01:57.936449,False,0
pay_02024,cust_0583,299,upi,failed,bank_error,1,2026-08-12T07:48:57.936476,False,0
pay_02030,cust_0553,1499,upi,failed,bank_error,1,2026-07-31T02:05:57.936517,True,1499
pay_02034,cust_1214,1499,wallet,failed,authentication_failed,1,2026-08-09T05:16:57.936538,False,0
pay_02037,cust_0388,199,upi,failed,limit_exceeded,1,2026-07-29T21:49:57.936555,False,0
pay_02043,cust_1181,299,upi,failed,bank_error,2,2026-07-26T12:37:57.936588,True,299
pay_02048,cust_1299,199,netbanking,failed,network_error,1,2026-08-05T01:05:57.936615,True,199
pay_02049,cust_0924,1499,card,failed,bank_error,2,2026-08-05T05:40:57.936623,True,1499
pay_02052,cust_1290,1999,wallet,failed,authentication_failed,1,2026-08-19T00:51:57.936636,False,0
pay_02054,cust_0715,2499,wallet,failed,limit_exceeded,1,2026-07-24T05:40:57.936646,False,0
pay_02055,cust_0336,1499,netbanking,failed,network_error,1,2026-07-26T15:49:57.936651,True,1499
pay_02058,cust_0332,2499,wallet,failed,insufficient_funds,1,2026-08-09T01:22:57.936665,False,0
pay_02075,cust_1247,499,card,failed,insufficient_funds,1,2026-08-15T18:39:57.936746,True,499
pay_02082,cust_0547,199,netbanking,failed,limit_exceeded,1,2026-08-12T03:27:57.936778,False,0
pay_02084,cust_1293,199,wallet,failed,bank_error,2,2026-08-03T00:04:57.936788,False,0
pay_02095,cust_1362,999,wallet,failed,bank_error,2,2026-08-20T02:45:57.936842,True,999
pay_02097,cust_1079,2499,netbanking,failed,timeout,2,2026-07-28T02:15:57.936851,False,0
pay_02101,cust_0372,299,card,failed,insufficient_funds,1,2026-08-18T08:29:57.936870,False,0
pay_02102,cust_0514,2499,netbanking,failed,insufficient_funds,1,2026-08-22T00:07:57.936874,False,0
pay_02106,cust_0283,1499,wallet,failed,bank_error,1,2026-07-23T03:19:57.936893,True,1499
pay_02107,cust_1270,999,wallet,failed,insufficient_funds,1,2026-07-24T15:50:57.936900,False,0
pay_02113,cust_0291,2499,netbanking,failed,limit_exceeded,1,2026-08-02T10:23:57.936928,False,0
pay_02114,cust_0129,2499,netbanking,failed,authentication_failed,1,2026-08-03T02:31:57.936935,False,0
pay_02116,cust_1468,199,wallet,failed,authentication_failed,2,2026-08-15T05:58:57.936944,False,0
pay_02117,cust_0740,499,upi,failed,network_error,3,2026-08-03T20:39:57.936949,False,0
