payment_id,amount,failure_reason,attempt_number,recommended_action,decision_reason,expected_recovery_value,audit_status
pay_00732,1999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_00733,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_00737,9999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_00738,9999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_00741,299,authentication_failed,1,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_00743,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_00744,499,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,174.64999999999998,DECISION_RECORDED
pay_00746,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_00755,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_00756,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_00759,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_00769,4999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_00774,1999,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,599.6999999999999,DECISION_RECORDED
pay_00775,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_00779,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_00789,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_00794,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_00799,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_00800,2499,authentication_failed,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,624.75,DECISION_RECORDED
pay_00802,199,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_00804,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_00807,1999,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,599.6999999999999,DECISION_RECORDED
pay_00810,499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_00811,1499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_00812,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_00815,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_00817,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_00821,4999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_00826,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_00828,2499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_00829,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_00830,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_00831,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_00835,9999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_00837,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_00838,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_00840,499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_00843,1999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_00846,9999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_00852,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_00854,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_00857,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_00862,1999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_00863,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_00868,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_00870,199,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_00879,1499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_00880,2499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1499.3999999999999,DECISION_RECORDED
pay_00881,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_00887,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_00895,499,network_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,299.4,DECISION_RECORDED
pay_00900,2499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_00903,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_00908,1499,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,449.7,DECISION_RECORDED
pay_00914,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_00918,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_00923,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_00925,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_00929,9999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_00930,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_00932,999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_00938,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_00940,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_00954,1499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,974.35,DECISION_RECORDED
pay_00956,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_00959,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_00962,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_00965,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_00970,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_00971,4999,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,2749.4500000000003,DECISION_RECORDED
pay_00972,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_00973,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_00984,9999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_00987,9999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_00996,499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_00997,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_01007,4999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01010,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_01023,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_01027,299,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,89.7,DECISION_RECORDED
pay_01028,999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,649.35,DECISION_RECORDED
pay_01031,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_01036,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_01039,9999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01040,199,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_01043,499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01045,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_01048,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01052,299,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_01056,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_01058,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_01066,299,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_01089,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01091,999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,549.45,DECISION_RECORDED
pay_01092,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01099,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_01100,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01106,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_01109,299,authentication_failed,2,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_01113,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01116,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01117,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01120,999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01122,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_01128,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_01131,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01134,499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,174.64999999999998,DECISION_RECORDED
pay_01135,9999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_01136,1499,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_01139,1499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_01141,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_01148,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_01151,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_01154,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01157,299,authentication_failed,2,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_01163,199,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_01168,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01169,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_01174,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_01176,1999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_01181,4999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01182,1999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01184,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_01187,1999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,699.65,DECISION_RECORDED
pay_01193,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_01194,199,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_01199,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_01205,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_01210,4999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_01221,299,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01225,1999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,699.65,DECISION_RECORDED
pay_01233,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_01241,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01251,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01254,4999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01266,299,authentication_failed,2,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_01271,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01274,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01276,1499,authentication_failed,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,374.75,DECISION_RECORDED
pay_01281,999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,649.35,DECISION_RECORDED
pay_01283,1499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_01286,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_01289,9999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_01291,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_01294,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_01299,299,authentication_failed,2,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_01302,9999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_01304,9999,authentication_failed,2,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_01308,499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01309,499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_01311,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01312,199,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_01316,1499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_01317,2499,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1374.45,DECISION_RECORDED
pay_01336,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01337,1999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01342,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_01350,499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,274.45000000000005,DECISION_RECORDED
pay_01354,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01360,9999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_01371,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_01374,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_01379,199,network_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,119.39999999999999,DECISION_RECORDED
pay_01388,999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_01389,1999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,699.65,DECISION_RECORDED
pay_01394,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_01397,499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_01402,2499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1499.3999999999999,DECISION_RECORDED
pay_01408,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_01413,999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_01423,199,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_01427,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01430,499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_01431,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_01434,999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,649.35,DECISION_RECORDED
pay_01437,1499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_01438,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_01441,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_01445,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_01446,499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_01447,299,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_01448,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_01452,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_01457,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01460,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01464,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01466,499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_01467,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_01475,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_01476,4999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01480,9999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_01485,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01497,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_01498,1499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,974.35,DECISION_RECORDED
pay_01506,4999,authentication_failed,2,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_01507,499,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,274.45000000000005,DECISION_RECORDED
pay_01515,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01519,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01520,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_01528,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_01529,499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01531,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_01535,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_01538,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_01539,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_01541,9999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_01545,1499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,974.35,DECISION_RECORDED
pay_01549,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01550,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_01552,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_01559,1499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_01564,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_01565,9999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_01567,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_01569,499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_01572,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_01575,999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,549.45,DECISION_RECORDED
pay_01577,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01579,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_01583,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
